Account,Site,Device,Serial No.,Last PSI,Last Full Date,Last Empty Date,Hours Between Full and Empty to Hauler Response Pick Up,Last Success,Pickup Date,Created Date,Reference,Clicked,Notes
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2021-11-18T21:05:59,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2021-11-18T17:06:37,,0,
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,512,,,--,2023-01-04T05:44:38,,2021-11-16T22:22:49,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2021-11-15T18:28:58,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,2021-11-14T16:59:16,2021-11-17T12:36:39,67,2023-01-04T05:04:50,11/16/2021,2021-11-14T22:00:24,4081701,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2021-11-11T22:25:42,,0,
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,1062,2021-11-11T07:31:56,2021-11-16T18:56:40,131,2023-01-04T05:04:37,11/12/2021,2021-11-11T12:32:03,4080903,1,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2021-11-11T01:57:31,,0,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2021-11-10T20:06:27,2021-11-16T20:19:29,144,2023-01-04T05:24:40,11/12/2021,2021-11-11T01:06:35,4080860,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2021-11-10T18:02:25,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2021-11-09T23:09:29,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2021-11-09T18:08:22,2021-11-10T12:58:59,18,2023-01-04T05:35:19,11/10/2021,2021-11-09T16:08:55,4078510,1,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2021-11-08T17:16:34,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2021-11-07T02:47:51,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2021-11-05T00:59:15,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,562,2021-11-04T07:46:11,2022-02-10T15:41:44,2359,2023-01-04T05:42:22,11/5/2021,2021-11-04T11:47:18,4078058,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2021-11-02T11:30:33,2021-11-03T11:32:42,24,2023-01-04T05:35:19,11/3/2021,2021-11-02T15:30:48,4077150,1,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2021-10-30T16:30:28,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2021-10-30T13:18:58,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2021-10-27T20:53:04,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2021-10-27T14:22:41,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2021-10-26T18:38:56,,0,
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,512,,,--,2023-01-04T05:44:38,,2021-10-26T15:57:51,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,2021-10-25T10:16:17,2021-10-29T09:47:40,95,2022-08-12T07:16:01,10/27/2021,2021-10-25T14:17:26,4066460,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2021-10-22T22:29:40,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2021-10-21T07:02:47,2021-11-04T13:02:45,341,2023-01-04T05:05:42,10/22/2021,2021-10-21T11:02:52,,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2021-10-20T21:54:47,2021-10-29T14:58:21,209,2023-01-04T05:24:40,10/22/2021,2021-10-21T01:54:51,,1,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,2021-02-04T13:02:27,2021-10-21T13:40:44,6216,2023-01-04T05:14:22,10/21/2021,2021-10-21T01:53:08,,1,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2021-10-20T17:37:36,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2021-10-19T10:24:13,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2021-10-19T05:30:54,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2021-10-14T12:24:33,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2021-10-11T15:50:54,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2021-10-11T13:26:34,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2021-10-05T00:41:25,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2021-09-30T21:00:39,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2021-09-29T23:31:13,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2021-09-29T23:23:01,,0,
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,1062,,,--,2023-01-04T05:04:37,,2021-09-29T13:05:33,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2021-09-27T14:09:15,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2021-09-25T00:27:26,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2021-09-23T11:02:52,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2021-09-17T22:17:49,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2021-09-02T16:57:48,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2021-09-02T14:45:41,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2021-08-31T23:00:20,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2021-08-29T19:11:26,,0,
