Account,Site,Device,Serial No.,Last PSI,Last Full Date,Last Empty Date,Hours Between Full and Empty to Hauler Response Pick Up,Last Success,Pickup Date,Created Date,Reference,Clicked,Notes
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-10-21T10:38:43,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-10-21T02:31:59,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-10-20T00:36:27,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-10-18T23:06:54,,0,
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2022-10-18T11:20:06,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-10-18T03:38:15,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-10-17T22:35:59,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-10-16T16:39:45,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-10-14T19:48:04,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2022-10-12T11:20:19,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-10-09T14:30:21,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-10-08T17:37:22,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-10-07T01:21:27,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2022-10-06T13:50:52,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-10-03T19:35:14,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-10-03T14:34:20,,0,
Boston University,BU Fenway,BU Fenway Recycle,31175,919,,,--,2023-01-04T05:05:10,,2022-10-03T02:24:37,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-09-30T16:22:47,,0,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2022-09-29T20:20:33,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-09-29T16:35:31,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-09-27T13:28:57,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-09-27T10:12:51,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,,,--,2023-01-04T05:32:56,,2022-09-23T18:20:50,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-09-21T20:28:16,,0,
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2022-09-20T18:40:24,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-09-18T14:50:52,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-09-16T01:26:11,,0,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,,,--,2023-01-04T05:24:40,,2022-09-15T18:28:26,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-09-14T19:02:29,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-09-14T13:22:38,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-09-14T12:42:32,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2022-09-12T13:32:34,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-09-12T00:47:19,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-09-11T23:11:09,,0,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,,,--,2023-01-04T05:14:22,,2022-09-09T11:56:23,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-09-08T16:37:09,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2022-09-08T14:03:43,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-09-07T23:18:22,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-09-07T18:36:38,,0,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2022-09-07T13:30:30,,0,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,,,--,2023-01-04T05:14:22,,2022-09-07T02:16:03,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-09-06T17:18:11,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-09-06T08:43:08,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-09-06T02:03:49,,0,
Boston University,BU Fenway,BU Fenway Recycle,31175,919,,,--,2023-01-04T05:05:10,,2022-09-04T01:38:58,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-09-03T23:26:48,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2022-09-02T23:08:31,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2022-09-02T00:52:21,,0,
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2022-09-01T14:40:24,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-08-29T02:06:45,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-08-26T13:23:37,,0,
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,1062,,,--,2023-01-04T05:04:37,,2022-08-25T12:58:55,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-08-22T11:18:58,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,,,--,2023-01-04T05:32:56,,2022-08-22T11:08:30,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-08-16T21:17:18,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2022-08-14T21:57:18,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-08-11T10:06:02,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-08-09T15:40:55,,0,
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2022-08-05T12:41:37,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-08-04T12:05:24,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-08-03T10:47:33,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-08-01T14:38:43,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-07-29T10:10:42,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2022-07-28T20:22:17,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-07-26T18:22:31,,0,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,,,--,2023-01-04T05:25:18,,2022-07-23T21:51:21,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-07-17T03:20:24,,0,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2022-07-12T11:50:28,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-07-11T13:31:55,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-07-10T14:01:02,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-07-10T01:40:20,,0,
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2022-07-06T11:33:17,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2022-07-02T15:02:29,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-07-01T23:13:13,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-07-01T12:58:57,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-06-29T13:30:51,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,,,--,2023-01-04T05:24:56,,2022-06-29T01:41:35,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-06-26T14:47:59,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,,,--,2023-01-04T05:32:56,,2022-06-24T10:19:54,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-06-23T13:43:57,,0,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,,,--,2023-01-04T05:14:22,,2022-06-22T20:58:12,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-06-22T20:19:48,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,2022-06-19T12:48:36,2022-06-22T12:13:43,71,2023-01-04T05:04:50,6/21/2022,2022-06-19T16:49:15,4218882,1,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2022-06-17T07:45:04,2022-06-21T19:38:09,107,2023-01-04T05:05:42,6/18/2022,2022-06-17T11:46:28,4218213,1,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-06-10T14:40:03,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-06-09T18:02:03,,0,
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,512,,,--,2023-01-04T05:44:38,,2022-06-09T14:55:38,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-06-08T18:56:48,,0,
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,437,,,--,2023-01-04T05:13:57,,2022-06-08T18:21:29,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-06-01T17:44:38,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,2022-06-01T08:20:52,2022-06-16T09:06:59,360,2023-01-04T05:46:25,6/2/2022,2022-06-01T12:21:14,4203641,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,2022-06-01T06:11:40,2022-06-02T17:10:07,34,2023-01-04T05:44:28,6/2/2022,2022-06-01T10:12:02,4203574,1,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-05-31T16:08:21,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-05-31T14:45:33,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,2022-05-26T10:33:02,2022-06-01T16:56:52,150,2023-01-04T05:32:54,5/27/2022,2022-05-26T14:34:29,4201602,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-05-23T19:56:36,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-05-23T16:13:20,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,2022-05-23T08:09:53,,--,2022-08-12T07:16:01,5/24/2022,2022-05-23T12:10:20,4199102,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2022-05-23T08:09:53,2022-05-24T21:23:19,37,2023-01-04T05:35:19,5/24/2022,2022-05-23T12:10:20,4199106,1,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,,,--,2023-01-04T05:14:22,,2022-05-22T23:43:42,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-05-22T21:06:13,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-05-22T17:38:30,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-05-22T15:20:08,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-05-18T17:09:39,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-05-17T20:20:11,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-05-17T18:48:49,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-05-16T02:25:47,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2022-05-15T09:01:39,2022-05-17T09:27:55,48,2023-01-04T05:35:19,5/17/2022,2022-05-15T13:02:58,4195770,1,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-05-14T13:45:15,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-05-13T13:16:01,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-05-12T22:24:38,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-05-12T21:47:29,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-05-11T21:16:31,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,,,--,2022-08-12T07:16:01,,2022-05-11T21:16:25,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,2022-05-10T21:36:59,2022-05-12T14:28:29,40,2023-01-04T05:04:50,5/12/2022,2022-05-11T01:37:25,4194179,1,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-05-10T16:59:19,,0,
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,512,,,--,2023-01-04T05:44:38,,2022-05-10T10:53:26,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,2022-05-09T22:43:29,2022-05-11T20:42:53,45,2023-01-04T05:32:56,5/11/2022,2022-05-10T02:43:55,4193704,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2022-05-09T22:01:39,2022-09-16T13:51:03,3111,2023-01-04T05:24:40,5/11/2022,2022-05-10T02:02:31,4191679,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-05-09T16:29:27,,0,
