Account,Site,Device,Serial No.,Alert Type,Beginning Date,End Date,Days Open
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,No PSI Readings,2022-12-31T05:30:50,2023-01-03T17:49:50,3
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2021-08-26T10:51:51,2021-09-29T09:05:33,34
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2021-10-06T19:31:27,2021-11-11T07:32:03,36
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2021-11-18T18:02:15,2022-01-14T09:04:34,57
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2022-01-21T17:52:05,2022-01-31T18:37:45,10
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2022-01-31T18:37:52,2022-03-24T11:06:51,52
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2022-03-31T18:48:23,2022-05-08T20:19:34,39
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,No PSI Readings,2022-05-31T11:16:13,2022-05-31T18:33:38,0
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,No PSI Readings,2022-07-05T07:22:24,2022-07-05T19:39:21,0
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2022-05-16T06:02:37,2022-08-25T08:58:55,101
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,No PSI Readings,2022-09-01T19:21:48,2022-09-01T22:34:30,1
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,Full Event Not Triggered,2022-09-01T19:21:48,2022-10-21T07:44:03,50
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,No PSI Readings,2022-11-27T06:29:35,2022-11-27T18:43:24,0
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,No PSI Readings,2022-12-29T05:31:56,2022-12-29T17:46:18,0
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,No PSI Readings,2023-01-01T17:21:25,2023-01-04T05:04:38,3
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2021-08-26T11:56:42,2021-09-24T20:27:26,30
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2021-10-01T23:47:17,2021-11-14T17:00:25,43
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2021-11-21T18:31:03,2021-12-14T19:34:45,24
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,No PSI Readings,2021-12-26T18:23:40,2021-12-29T18:23:21,3
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,No PSI Readings,2022-01-01T18:19:26,2022-01-03T17:28:39,2
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2021-12-22T05:04:58,2022-01-15T14:12:02,24
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-01-22T18:08:21,2022-02-05T05:24:59,14
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-02-12T05:38:16,2022-02-27T10:33:54,15
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-03-06T17:14:01,2022-04-17T21:40:51,43
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-04-25T05:52:39,2022-05-10T21:37:26,16
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-05-18T06:22:10,2022-06-19T12:48:58,32
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-06-26T18:44:24,2022-07-28T16:22:17,32
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-08-04T19:32:18,2022-09-08T10:03:36,35
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-09-15T19:26:40,2022-10-06T09:50:53,21
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-10-13T19:36:02,2022-11-02T01:55:27,20
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-11-09T06:09:04,2022-11-17T14:02:16,8
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Device Comm Error,2022-11-18T11:00:15,2022-11-18T11:04:19,0
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,Full Event Not Triggered,2022-11-24T18:05:42,2022-12-10T15:14:48,16
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,No PSI Readings,2022-12-26T17:24:36,2022-12-27T06:35:01,1
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2021-11-02T19:42:17,2021-11-04T19:42:45,2
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2021-11-07T18:25:57,2021-11-08T18:58:25,1
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2021-11-27T19:44:38,2021-11-27T19:46:19,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2021-11-29T06:42:57,2021-11-29T18:11:09,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2021-12-01T05:56:37,2021-12-01T06:28:10,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2021-09-27T18:40:12,2021-12-06T12:22:54,70
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2021-12-06T12:35:06,2021-12-06T14:42:05,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2021-12-10T11:34:55,2021-12-10T19:42:55,1
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2021-12-13T18:32:20,2021-12-31T19:10:51,19
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-01-08T05:45:55,2022-01-23T11:05:18,15
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-01-30T18:04:59,2022-01-31T18:24:08,1
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-01-31T18:25:12,2022-02-03T16:37:55,3
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-02-10T17:59:15,2022-02-16T16:23:45,6
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2022-02-18T05:46:03,2022-02-18T08:52:35,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2022-02-21T05:20:08,2022-02-21T18:07:17,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Device Comm Error,2022-02-27T05:48:11,2022-02-27T05:51:25,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-02-23T17:53:36,2022-02-28T09:19:26,5
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-03-07T18:05:45,2022-03-27T15:46:36,20
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-04-03T18:30:40,2022-04-11T14:38:17,8
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-04-18T18:53:36,2022-04-25T17:53:41,7
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-05-02T18:35:09,2022-05-05T16:48:28,3
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-05-12T18:45:26,2022-05-17T14:48:49,5
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2022-05-20T18:45:23,2022-05-22T06:05:04,2
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2022-07-02T07:06:25,2022-07-03T18:51:34,1
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2022-07-06T18:53:40,2022-07-22T19:21:05,16
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2022-07-25T18:57:11,2022-07-27T19:21:32,2
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2022-07-30T21:34:38,2022-07-31T07:03:58,0
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,No PSI Readings,2022-08-12T19:10:33,2022-08-15T19:08:20,3
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-05-24T18:32:51,2022-09-11T19:11:09,110
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-09-18T19:33:00,2022-10-17T23:38:16,30
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,Full Event Not Triggered,2022-10-25T07:01:09,2022-11-23T13:08:34,29
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-09-03T10:44:39,2021-09-09T20:47:22,7
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-09-19T07:28:40,2021-09-24T21:29:50,6
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Default Settings Not Changed,2021-09-03T10:44:39,2021-10-05T19:17:00,32
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-10-02T07:05:19,2021-10-11T09:26:34,9
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-10-18T19:36:26,2021-10-26T14:38:56,8
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-11-02T19:09:19,2021-11-06T22:47:45,5
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-11-14T06:19:37,2021-11-23T17:58:52,9
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-11-30T18:41:47,2021-12-12T21:04:42,13
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2021-12-27T05:42:18,2022-01-31T18:47:48,35
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-02-08T06:04:17,2022-02-13T18:53:10,5
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-02-21T05:31:09,2022-02-27T13:45:42,6
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-03-06T17:44:38,2022-03-15T19:32:37,9
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-03-23T06:22:55,2022-03-26T16:33:25,3
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-04-02T18:43:07,2022-04-09T14:06:40,7
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-04-16T18:34:22,2022-05-07T16:10:48,21
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-05-19T18:41:22,2022-05-22T11:20:08,3
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-06-07T18:39:16,2022-06-22T16:19:48,15
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-06-29T19:42:17,2022-07-09T21:39:59,11
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-07-17T06:49:55,2022-08-04T08:05:25,18
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-08-11T19:41:42,2022-08-28T22:06:18,18
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-09-11T07:13:30,2022-09-15T21:25:56,5
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-09-23T06:13:33,2022-10-08T13:37:04,15
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-10-15T18:37:08,2022-10-22T14:22:51,7
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-10-29T19:07:44,2022-11-06T17:45:03,8
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-11-13T17:55:49,2022-11-17T22:28:20,5
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-11-25T05:29:40,2022-11-30T19:49:19,6
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,Full Event Not Triggered,2022-12-08T05:53:10,2022-12-12T17:56:43,4
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-09-03T10:49:15,2021-09-05T17:30:13,2
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-09-15T19:46:22,2021-09-29T19:31:13,14
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Default Settings Not Changed,2021-09-03T10:49:15,2021-10-05T19:59:06,32
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-10-06T21:15:03,2021-10-30T09:18:59,23
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-11-06T19:34:55,2021-11-15T13:28:58,9
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-11-22T19:02:49,2021-12-08T09:11:04,15
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-12-15T18:26:58,2021-12-19T10:55:21,4
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2021-12-26T18:04:37,2022-01-26T20:42:10,32
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-02-03T05:37:56,2022-02-13T21:55:36,11
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-02-21T05:13:44,2022-03-03T18:29:35,10
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-03-11T05:13:10,2022-03-26T13:27:40,15
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-04-02T18:42:59,2022-04-16T16:54:03,14
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-04-23T18:06:34,2022-05-05T13:35:34,12
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-05-12T18:42:31,2022-05-14T09:45:15,2
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-05-21T18:11:04,2022-05-22T17:06:14,1
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-05-29T18:46:16,2022-06-09T14:02:04,11
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-06-16T18:33:01,2022-07-26T14:22:31,40
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-08-02T18:47:58,2022-09-11T20:46:25,41
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-09-19T06:53:22,2022-09-29T12:35:26,10
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-10-06T19:13:09,2022-10-19T20:35:57,14
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-10-27T07:06:24,2022-11-05T20:09:17,10
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-11-13T05:28:15,2022-11-23T09:49:17,10
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-11-30T18:04:51,2022-12-12T21:41:55,13
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,Full Event Not Triggered,2022-12-20T06:01:33,2022-12-22T18:39:43,2
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Transducer Offline,2021-08-30T17:05:53,2021-08-30T17:07:17,0
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,No PSI Readings,2021-08-30T17:05:53,2021-08-30T17:07:17,0
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2021-09-06T19:46:29,2021-09-21T17:43:56,15
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2021-09-21T17:44:39,2021-09-30T17:00:40,9
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2021-10-07T20:12:12,2021-10-22T18:29:41,14
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2021-10-29T18:58:53,2021-11-11T17:25:42,13
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2021-11-18T17:51:21,2021-12-07T10:41:43,19
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2021-12-14T18:39:29,2022-01-17T08:54:37,34
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Default Settings Not Changed,2021-09-03T19:55:56,2022-02-01T05:55:50,151
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-01-24T18:02:42,2022-02-09T05:07:17,16
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-02-16T05:54:12,2022-02-25T17:37:36,9
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-03-04T17:51:41,2022-03-21T19:55:09,17
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-03-29T06:31:54,2022-04-14T14:44:46,16
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-04-21T18:39:35,2022-04-30T07:47:27,9
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-05-07T18:35:39,2022-06-01T06:12:03,25
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-06-08T18:45:28,2022-07-01T19:13:13,23
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Device Comm Error,2022-07-01T19:17:27,2022-07-01T21:15:02,1
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-07-08T19:47:36,2022-08-11T06:06:02,34
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-08-18T06:50:51,2022-09-08T12:37:10,21
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-09-15T19:40:27,2022-09-30T12:22:47,15
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-10-07T19:40:33,2022-10-20T22:31:49,14
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-10-28T06:52:51,2022-11-14T09:49:55,17
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-11-21T18:04:33,2022-12-05T19:27:57,15
